단어	품사	뜻	발음기호	예문1	예문1 해석	예문2	예문2 해석	메모
burgeon	verb	급성장하다	/ˈbɜːrdʒən/	The industry began to burgeon.	그 산업은 급성장하기 시작했다.	Online sales burgeoned during the pandemic.	팬데믹 동안 온라인 매출이 급성장했다.	빠르게 성장
deficit	noun	적자, 부족액	/ˈdefɪsɪt/	The country has a trade deficit.	그 나라는 무역 적자가 있다.	The budget deficit increased.	예산 적자가 증가했다.	부족/마이너스
shortfall	noun	부족액, 부족량	/ˈʃɔːrtfɔːl/	There was a revenue shortfall.	수입 부족액이 있었다.	The company faced a shortfall in workers.	회사는 인력 부족을 겪었다.	예상보다 부족
swell	verb	증가하다, 붓다	/swel/	The crowd swelled quickly.	군중이 빠르게 늘어났다.	His ankle began to swell.	그의 발목이 붓기 시작했다.	수량/몸
bond	noun	채권, 유대	/bɑːnd/	The government issued bonds.	정부는 채권을 발행했다.	They formed a strong bond.	그들은 강한 유대를 형성했다.	금융/관계
auction	noun	경매, 공매	/ˈɔːkʃn/	The painting was sold at auction.	그 그림은 경매에서 팔렸다.	The government held a bond auction.	정부는 채권 공매를 열었다.	입찰 판매
low-key	adjective	억제된, 차분한	/ˌloʊ ˈkiː/	The party was low-key.	그 파티는 조용하고 차분했다.	He gave a low-key response.	그는 절제된 반응을 보였다.	과하지 않은
reminder	noun	상기시키는 것, 알림	/rɪˈmaɪndər/	This note is a reminder to call her.	이 메모는 그녀에게 전화하라는 알림이다.	The photo was a reminder of home.	그 사진은 고향을 떠올리게 했다.	상기
IOU	noun	차용증	/ˌaɪ oʊ ˈjuː/	He gave me an IOU for the money.	그는 그 돈에 대한 차용증을 나에게 줬다.	An IOU is not the same as cash.	차용증은 현금과 같지 않다.	I owe you
snap something up	phrasal verb	덥석 사다, 재빨리 잡다	/snæp ʌp/	Investors snapped up the shares.	투자자들은 그 주식을 덥석 사들였다.	She snapped up the cheap tickets.	그녀는 싼 표를 재빨리 샀다.	기회 잡기
shell out	phrasal verb	돈을 내다, 지불하다	/ʃel aʊt/	We had to shell out $200 for repairs.	우리는 수리비로 200달러를 내야 했다.	Customers shelled out more for premium seats.	고객들은 프리미엄 좌석에 더 많은 돈을 냈다.	비격식
spurt	verb	뿜어져 나오다, 치솟다	/spɜːrt/	Water spurted from the pipe.	물이 파이프에서 뿜어져 나왔다.	Sales spurted after the ad campaign.	광고 캠페인 후 매출이 치솟았다.	갑작스러운 분출
self-applauding	adjective	자화자찬하는	/ˌself əˈplɔːdɪŋ/	His speech sounded self-applauding.	그의 연설은 자화자찬처럼 들렸다.	The report was criticized as self-applauding.	그 보고서는 자화자찬이라는 비판을 받았다.	스스로 칭찬
liquidity	noun	유동성, 현금화 용이성	/lɪˈkwɪdəti/	The bank provided liquidity to the market.	은행은 시장에 유동성을 공급했다.	High liquidity makes trading easier.	높은 유동성은 거래를 더 쉽게 만든다.	금융
issuance	noun	발행, 배급, 배포	/ˈɪʃuəns/	The issuance of bonds increased.	채권 발행이 증가했다.	The issuance of permits was delayed.	허가증 발급이 지연되었다.	공식 발행
supersede	verb	대체하다	/ˌsuːpərˈsiːd/	The new rule supersedes the old one.	새 규칙은 이전 규칙을 대체한다.	This version supersedes all previous versions.	이 버전은 모든 이전 버전을 대체한다.	공식 대체
bust	verb	터지다, 파열하다, 단속하다	/bʌst/	The pipe busted in winter.	겨울에 파이프가 터졌다.	The police busted the illegal operation.	경찰은 불법 작업을 단속했다.	비격식
break out	phrasal verb	발발하다, 발생하다	/breɪk aʊt/	A fire broke out last night.	어젯밤 화재가 발생했다.	War broke out in the region.	그 지역에서 전쟁이 발발했다.	갑자기 시작
eclipse	noun	가림, 일식, 월식	/ɪˈklɪps/	The solar eclipse attracted many viewers.	일식은 많은 관찰자를 끌어모았다.	His success put his rival in eclipse.	그의 성공은 경쟁자를 빛바래게 했다.	천문/비유
fiscal	adjective	국가 재정의, 회계의	/ˈfɪskl/	The government announced fiscal reforms.	정부는 재정 개혁을 발표했다.	The fiscal year ends in December.	회계연도는 12월에 끝난다.	재정 관련
withhold	verb	주지 않다, 보류하다, 원천징수하다	/wɪðˈhoʊld/	The company withheld payment.	회사는 지급을 보류했다.	Tax was withheld from his salary.	세금이 그의 급여에서 원천징수되었다.	withheld-withheld
profitability	noun	수익성, 이윤율	/ˌprɑːfɪtəˈbɪləti/	The company improved profitability.	회사는 수익성을 개선했다.	Profitability fell because of higher costs.	비용 증가 때문에 수익성이 떨어졌다.	이익을 내는 능력
equity	noun	자기자본, 순자산 가치, 공정성	/ˈekwəti/	The company raised equity capital.	그 회사는 자기자본을 조달했다.	Home equity increased as prices rose.	집값이 오르면서 주택 순자산 가치가 증가했다.	금융/공정
incremental	adjective	증가의, 점진적인	/ˌɪŋkrəˈmentl/	The change was incremental.	그 변화는 점진적이었다.	The project produced incremental gains.	그 프로젝트는 점진적인 이익을 냈다.	조금씩 증가
unsustainable	adjective	지속 불가능한	/ˌʌnsəˈsteɪnəbl/	The debt level is unsustainable.	그 부채 수준은 지속 불가능하다.	Unsustainable growth can lead to crisis.	지속 불가능한 성장은 위기로 이어질 수 있다.	계속 유지 불가
overtly	adverb	노골적으로, 명시적으로	/oʊˈvɜːrtli/	He was overtly critical of the policy.	그는 그 정책을 노골적으로 비판했다.	The message was not overtly political.	그 메시지는 노골적으로 정치적이지 않았다.	openly
as far as the eye can see	phrase	눈이 닿는 데까지	/æz fɑːr æz ði aɪ kən siː/	Fields stretched as far as the eye can see.	눈이 닿는 데까지 들판이 펼쳐져 있었다.	There were cars as far as the eye could see.	눈이 닿는 데까지 차들이 있었다.	넓은 풍경
not my cup of tea	idiom	내 취향이 아니다	/nɑːt maɪ kʌp əv tiː/	Horror movies are not my cup of tea.	공포 영화는 내 취향이 아니다.	This kind of music is not my cup of tea.	이런 음악은 내 취향이 아니다.	비격식
yield	verb	이익을 내다, 산출하다, 양보하다	/jiːld/	The investment yielded high returns.	그 투자는 높은 수익을 냈다.	The farm yields rice every year.	그 농장은 매년 쌀을 생산한다.	수익/생산
lethal	adjective	치명적인	/ˈliːθl/	The poison is lethal.	그 독은 치명적이다.	Air pollution can have lethal effects.	대기 오염은 치명적인 영향을 미칠 수 있다.	deadly
blight	noun	해로운 영향, 병충해	/blaɪt/	Poverty was a blight on the city.	빈곤은 그 도시의 해악이었다.	The crop was damaged by blight.	작물은 병충해로 피해를 입었다.	해악/식물병
linking	noun	연결	/ˈlɪŋkɪŋ/	The linking of data improved the analysis.	데이터 연결은 분석을 개선했다.	Linking ideas clearly helps readers.	생각을 명확히 연결하면 독자에게 도움이 된다.	연결 행위
studies	noun	연구	/ˈstʌdiz/	Recent studies show a health risk.	최근 연구들은 건강 위험을 보여 준다.	Several studies support the theory.	여러 연구가 그 이론을 뒷받침한다.	study 복수
costliest	adjective	가장 많은 돈이 드는	/ˈkɔːstliəst/	This was the costliest project in the city.	이것은 그 도시에서 가장 비용이 많이 든 프로젝트였다.	The costliest option is not always best.	가장 비싼 선택지가 항상 최선은 아니다.	costly 최상급
epidemic	noun	유행병, 급속한 확산	/ˌepɪˈdemɪk/	The epidemic spread quickly.	유행병은 빠르게 퍼졌다.	There is an epidemic of misinformation.	잘못된 정보가 급속히 확산되고 있다.	전염병/사회현상
cardiologist	noun	심장병 전문의	/ˌkɑːrdiˈɑːlədʒɪst/	The cardiologist examined the patient.	심장병 전문의가 환자를 진찰했다.	She was referred to a cardiologist.	그녀는 심장 전문의에게 의뢰되었다.	의사 직업
abnormality	noun	기형, 이상	/ˌæbnɔːrˈmæləti/	The test found an abnormality.	검사에서 이상이 발견되었다.	The doctor checked for heart abnormalities.	의사는 심장 이상을 확인했다.	정상 아님
heart failure	noun phrase	심부전	/hɑːrt ˈfeɪljər/	Heart failure requires careful treatment.	심부전은 신중한 치료가 필요하다.	The patient showed signs of heart failure.	환자는 심부전 징후를 보였다.	의학
early stage	noun phrase	초기 단계	/ˈɜːrli steɪdʒ/	The disease was found at an early stage.	그 병은 초기 단계에서 발견되었다.	The project is still in the early stage.	그 프로젝트는 아직 초기 단계이다.	초기
hardening of artery	noun phrase	동맥경화	/ˈhɑːrdnɪŋ əv ˈɑːrtəri/	Hardening of the artery can reduce blood flow.	동맥경화는 혈류를 줄일 수 있다.	The doctor warned about hardening of the arteries.	의사는 동맥경화에 대해 경고했다.	arteriosclerosis
irritation	noun	짜증, 자극	/ˌɪrɪˈteɪʃn/	The smoke caused eye irritation.	연기는 눈 자극을 일으켰다.	His delay caused irritation.	그의 지연은 짜증을 유발했다.	신체/감정
respiratory	adjective	호흡의, 호흡기관의	/ˈrespərətɔːri/	Smoking causes respiratory problems.	흡연은 호흡기 문제를 일으킨다.	The patient had a respiratory infection.	환자는 호흡기 감염이 있었다.	의학
asthma	noun	천식	/ˈæzmə/	Asthma can make breathing difficult.	천식은 호흡을 어렵게 만들 수 있다.	She uses medicine for asthma.	그녀는 천식 약을 사용한다.	호흡기 질환
bronchitis	noun	기관지염	/brɑːŋˈkaɪtɪs/	Bronchitis caused a bad cough.	기관지염은 심한 기침을 일으켰다.	The doctor diagnosed him with bronchitis.	의사는 그를 기관지염으로 진단했다.	기관지 염증
back somebody up	phrasal verb	~을 뒷받침하다, 지지하다	/bæk ʌp/	The data backs up her claim.	그 데이터는 그녀의 주장을 뒷받침한다.	I will back you up in the meeting.	회의에서 내가 너를 지지할게.	지원/증명
dementia	noun	치매	/dɪˈmenʃə/	Dementia affects memory.	치매는 기억력에 영향을 준다.	The study focuses on dementia patients.	그 연구는 치매 환자에 초점을 맞춘다.	의학
congenital	adjective	선천적인	/kənˈdʒenɪtl/	The baby had a congenital heart condition.	그 아기는 선천성 심장 질환이 있었다.	Congenital problems can appear early.	선천적 문제는 일찍 나타날 수 있다.	태어날 때부터
occasional	adjective	가끔의, 때때로의	/əˈkeɪʒənl/	He has occasional headaches.	그는 가끔 두통이 있다.	We meet for occasional coffee.	우리는 가끔 커피를 마시며 만난다.	가끔 발생
exacerbate	verb	악화시키다	/ɪɡˈzæsərbeɪt/	Stress can exacerbate the illness.	스트레스는 병을 악화시킬 수 있다.	The policy exacerbated the housing problem.	그 정책은 주택 문제를 악화시켰다.	worsen
preexisting condition	noun phrase	기존 질병, 기존 질환	/ˌpriːɪɡˈzɪstɪŋ kənˈdɪʃn/	Insurance may not cover a preexisting condition.	보험은 기존 질환을 보장하지 않을 수 있다.	He had a preexisting heart condition.	그는 기존 심장 질환이 있었다.	보험/의학
aggravate	verb	악화시키다, 화나게 하다	/ˈæɡrəveɪt/	Cold air can aggravate asthma.	차가운 공기는 천식을 악화시킬 수 있다.	His rude words aggravated the situation.	그의 무례한 말은 상황을 악화시켰다.	make worse
stark	adjective	삭막한, 극명한	/stɑːrk/	The report shows a stark difference.	그 보고서는 극명한 차이를 보여 준다.	The room was stark and empty.	그 방은 삭막하고 비어 있었다.	강한 대비
cardiovascular	adjective	심혈관의	/ˌkɑːrdioʊˈvæskjələr/	Exercise improves cardiovascular health.	운동은 심혈관 건강을 개선한다.	Cardiovascular disease is a major risk.	심혈관 질환은 주요 위험이다.	심장과 혈관
until now	phrase	지금까지	/ənˈtɪl naʊ/	Until now, we had no evidence.	지금까지 우리는 증거가 없었다.	The problem was ignored until now.	그 문제는 지금까지 무시되었다.	현재 이전까지
secondary education	noun phrase	중등 교육	/ˈsekənderi ˌedʒuˈkeɪʃn/	Secondary education usually begins after primary school.	중등 교육은 보통 초등학교 이후에 시작된다.	The country expanded access to secondary education.	그 나라는 중등 교육 접근성을 확대했다.	중학교·고등학교 단계
purse	noun	지갑, 핸드백	/pɜːrs/	She took a coin from her purse.	그녀는 지갑에서 동전을 꺼냈다.	Her purse was stolen on the bus.	그녀의 핸드백이 버스에서 도난당했다.	미국식으로 handbag 의미도 가능
defy	verb	반항하다, 거역하다	/dɪˈfaɪ/	He defied his parents' wishes.	그는 부모님의 뜻을 거역했다.	The result defied expectations.	그 결과는 예상을 뒤엎었다.	규칙·예상에 반대
flurry	noun	소동, 급작스러운 움직임	/ˈflɜːri/	The announcement caused a flurry of activity.	그 발표는 갑작스러운 활동을 불러일으켰다.	A flurry of emails arrived after the meeting.	회의 후 이메일이 한꺼번에 몰려왔다.	눈보라 뜻도 있음
